,label,mpid,formula,chemsys,energy,shift,miller,top,0group,0period,0en,0upd,1group,1period,1en,1upd,2group,2period,2en,2upd,3group,3period,3en,3upd,4group,4period,4en,4upd,5group,5period,5en,5upd,6group,6period,6en,6upd,7group,7period,7en,7upd,8group,8period,8en,8upd,9group,9period,9en,9upd,10group,10period,10en,10upd,11group,11period,11en,11upd
905,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",0.294852695,0.1804444275,2,1,15,4,2.18,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
907,1,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.142658554999999,0.25,1,1,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,12.0,4.0,1.65,0.0,12.0,4.0,1.65,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
908,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",0.310342415000005,0.25,1,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
909,1,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.376647214999993,0.25,1,1,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
910,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.052108634999998,0.1804444275,2,1,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,12.0,4.0,1.65,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
912,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",0.060178865000009,0.1804444275,2,1,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,12.0,4.0,1.65,0.0
914,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",0.391850994999996,0.1804444275,2,1,15,4,2.18,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
915,1,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.340001374999987,0.25,1,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
917,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.071885414999999,0.1804444275,2,1,10,6,2.28,1,10.0,6.0,2.28,1.0,12.0,4.0,1.65,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0
919,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.119035575,0.389111145,7,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
920,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",0.056212135000007,0.1804444275,2,1,10,6,2.28,1,10.0,6.0,2.28,1.0,12.0,4.0,1.65,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
926,1,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.318716615000001,0.1804444275,2,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
928,1,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.368006564999975,0.1804444275,2,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
930,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",1.000237115000002,0.25,1,1,12,4,1.65,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
934,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.076105424999982,0.25,1,0,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,12.0,4.0,1.65,0.0,12.0,4.0,1.65,0.0
935,1,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.16382543499998,0.25,1,1,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
937,1,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.380270005000002,0.1804444275,2,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,4.0,2.18,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
938,0,mp-1025356,ZnAsPt5,"['As', 'Pt', 'Zn']",-0.442552684999983,0.1804444275,2,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
944,0,mp-1025366,SiSbPt5,"['Pt', 'Sb', 'Si']",-0.5392075850000161,0.040172305999999,14,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,5.0,2.05,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
945,0,mp-1025366,SiSbPt5,"['Pt', 'Sb', 'Si']",-0.069649655000008,0.25,12,1,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,5.0,2.05,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
947,1,mp-1025366,SiSbPt5,"['Pt', 'Sb', 'Si']",-0.298860244999988,0.149569235,7,0,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
948,0,mp-1025366,SiSbPt5,"['Pt', 'Sb', 'Si']",-0.6677607549999911,0.25,1,1,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,5.0,2.05,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,5.0,2.05,0.0
952,0,mp-1025366,SiSbPt5,"['Pt', 'Sb', 'Si']",-0.009187155000008,0.25,1,1,15,5,2.05,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
967,0,mp-1025366,SiSbPt5,"['Pt', 'Sb', 'Si']",0.138023734999988,0.25,1,0,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
969,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.398142895000008,0.083333333333333,9,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
971,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.215761944999999,0.25,1,0,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
972,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.370647725,0.083333333333333,9,1,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
977,0,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.072281245000001,0.25,1,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
978,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.401353475000009,0.083333333333333,9,1,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
979,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.405969915000016,0.25,1,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
981,0,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.6080018250000331,0.0878701475,6,1,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
983,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.376005045000001,0.0878701475,6,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
985,0,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",0.27176020499999,0.083333333333333,9,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,14.0,3.0,1.9,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,14.0,3.0,1.9,0.0
989,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.315985944999996,0.083333333333333,9,0,14,3,1.9,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10,6,2.28,1,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
990,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.314105605000011,0.083333333333333,9,0,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
991,0,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",0.337946044999993,0.083333333333333,9,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
992,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.123186015000018,0.083333333333333,9,0,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
996,0,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.6196756049999991,0.083333333333333,9,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
997,0,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",0.175689785,0.25,1,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
999,0,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.006991494999996,0.083333333333333,9,1,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
1000,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.219138885000008,0.083333333333333,9,0,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
1001,0,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.619413815000003,0.083333333333333,9,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
1003,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.397285645000013,0.083333333333333,9,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
1007,0,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.115106644999999,0.083333333333333,9,0,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
1009,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.141453624999999,0.083333333333333,9,0,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
1013,1,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.247419185000014,0.083333333333333,9,1,10,6,2.28,1,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
1014,0,mp-1025370,InSiPt5,"['In', 'Pt', 'Si']",-0.001423855000015,0.083333333333333,9,1,10,6,2.28,1,10.0,6.0,2.28,1.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,13,5,1.78,0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,13.0,5.0,1.78,0.0,13.0,5.0,1.78,0.0,10.0,6.0,2.28,1.0,10.0,6.0,2.28,1.0
