,label,mpid,formula,chemsys,energy,shift,miller,top,0group,0period,0en,0upd,1group,1period,1en,1upd,2group,2period,2en,2upd,3group,3period,3en,3upd,4group,4period,4en,4upd,5group,5period,5en,5upd,6group,6period,6en,6upd,7group,7period,7en,7upd,8group,8period,8en,8upd,9group,9period,9en,9upd,10group,10period,10en,10upd,11group,11period,11en,11upd
14312,0,mp-755,CoSb2,"['Co', 'Sb']",0.8115078050000171,0.046766496666666,8,0,15,5,2.05,0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,15.0,5.0,2.05,0.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
14313,0,mp-755,CoSb2,"['Co', 'Sb']",0.095233404999985,0.046766496666666,8,1,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14316,1,mp-755,CoSb2,"['Co', 'Sb']",-0.170432595000024,0.046766496666666,8,1,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,5,2.05,0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14319,0,mp-755,CoSb2,"['Co', 'Sb']",0.067430095000017,0.0,30,0,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14320,0,mp-755,CoSb2,"['Co', 'Sb']",0.448729585000021,0.046766496666666,8,0,15,5,2.05,0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
14323,0,mp-755,CoSb2,"['Co', 'Sb']",0.078832635000023,0.046766496666666,8,0,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14324,0,mp-755,CoSb2,"['Co', 'Sb']",0.078386235000036,0.046766496666666,8,0,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14325,0,mp-755,CoSb2,"['Co', 'Sb']",0.055862865000049,0.046766496666666,8,0,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14330,0,mp-755,CoSb2,"['Co', 'Sb']",0.244021845000018,0.046766496666666,8,1,15,5,2.05,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14334,1,mp-755,CoSb2,"['Co', 'Sb']",-0.204471734999972,0.046766496666666,8,0,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14336,0,mp-755,CoSb2,"['Co', 'Sb']",0.265066435000048,0.046766496666666,8,0,15,5,2.05,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14342,1,mp-755,CoSb2,"['Co', 'Sb']",-0.204539754999987,0.046766496666666,8,0,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14344,0,mp-755,CoSb2,"['Co', 'Sb']",-0.081299544999981,0.046766496666666,8,0,9,4,1.88,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,5,2.05,0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14347,0,mp-7565,SbRu,"['Ru', 'Sb']",-0.428820764999999,0.0,1,0,8,5,2.2,3,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,8,5,2.2,3,8.0,5.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
14350,0,mp-7565,SbRu,"['Ru', 'Sb']",-0.428162965,0.0,1,0,8,5,2.2,3,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,8,5,2.2,3,8.0,5.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0
14351,1,mp-7565,SbRu,"['Ru', 'Sb']",-0.276135185000003,0.0,1,0,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,8,5,2.2,3,8.0,5.0,2.2,3.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,15.0,5.0,2.05,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14359,0,mp-7577,CoSi,"['Co', 'Si']",0.15434450499998,0.0,6,0,14,3,1.9,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14361,1,mp-7577,CoSi,"['Co', 'Si']",-0.343621014999998,0.11,2,1,9,4,1.88,3,9.0,4.0,1.88,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0
14362,0,mp-7577,CoSi,"['Co', 'Si']",-0.052874675,0.0,2,1,14,3,1.9,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14364,0,mp-7577,CoSi,"['Co', 'Si']",0.027698874999996,0.0,6,0,9,4,1.88,3,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0
14365,0,mp-7577,CoSi,"['Co', 'Si']",-0.449482384999984,0.230747856666666,2,0,14,3,1.9,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14366,0,mp-7577,CoSi,"['Co', 'Si']",-0.447367224999995,0.230747856666666,2,0,14,3,1.9,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14369,0,mp-7577,CoSi,"['Co', 'Si']",-0.083777174999996,0.14319578,6,0,9,4,1.88,3,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0
14370,0,mp-7577,CoSi,"['Co', 'Si']",-0.7167052850000191,0.218195779999999,8,1,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0
14373,0,mp-7577,CoSi,"['Co', 'Si']",-0.118167134999995,0.114398593333333,2,0,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0
14374,0,mp-7577,CoSi,"['Co', 'Si']",-0.449775394999991,0.230747856666666,2,0,14,3,1.9,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,9,4,1.88,3,9.0,4.0,1.88,3.0,9.0,4.0,1.88,3.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,14.0,3.0,1.9,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14375,0,mp-766,As2Ru,"['As', 'Ru']",-0.095718315000001,0.0854604,5,0,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14376,0,mp-766,As2Ru,"['As', 'Ru']",0.054205634999985,0.5,9,1,15,4,2.18,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14377,0,mp-766,As2Ru,"['As', 'Ru']",-0.037295205000008,0.5,5,0,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14378,0,mp-766,As2Ru,"['As', 'Ru']",-0.036630535000002,0.5,5,0,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14379,0,mp-766,As2Ru,"['As', 'Ru']",-0.036859254999998,0.5,5,0,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14380,0,mp-766,As2Ru,"['As', 'Ru']",-0.095982864999998,0.0854604,5,0,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14384,0,mp-766,As2Ru,"['As', 'Ru']",0.465877424999999,0.5,9,1,15,4,2.18,0,15.0,4.0,2.18,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14386,0,mp-766,As2Ru,"['As', 'Ru']",-0.062099485000006,0.5,5,0,15,4,2.18,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14387,0,mp-766,As2Ru,"['As', 'Ru']",0.375805184999987,0.5,9,1,15,4,2.18,0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0
14389,0,mp-766,As2Ru,"['As', 'Ru']",-0.095902054999998,0.0854604,5,0,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14391,0,mp-766,As2Ru,"['As', 'Ru']",0.030565475,0.5,9,1,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14393,0,mp-766,As2Ru,"['As', 'Ru']",0.478133194999995,0.0854604,5,0,15,4,2.18,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,8,5,2.2,3,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14395,0,mp-766,As2Ru,"['As', 'Ru']",0.478722474999995,0.0854604,5,0,15,4,2.18,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14397,0,mp-766,As2Ru,"['As', 'Ru']",-0.091886614999995,0.0854604,5,0,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14398,0,mp-766,As2Ru,"['As', 'Ru']",0.157858765000012,0.026359733333333,16,1,15,4,2.18,0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14399,0,mp-766,As2Ru,"['As', 'Ru']",-0.074737465,0.026359733333333,16,1,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
14400,0,mp-766,As2Ru,"['As', 'Ru']",-0.117853634999991,0.026359733333333,16,1,8,5,2.2,3,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,15,4,2.18,0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,15.0,4.0,2.18,0.0,8.0,5.0,2.2,3.0,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792,10.06896551724138,4.689655172413793,1.9803448275862068,1.0689655172413792
